BKK_W_1000,,Lek Massage (Siam Square Soi 6),เล็ก นวดแผนไทย (สยามสแควร์ ซอย 6),Wellness,Filler,Pathum Wan,ปทุมวัน,Siam,สยาม,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Siam",False,Anytime,"Solo, Friends",lek massage (siam square soi 6),เล็ก นวดแผนไทย (สยามสแควร์ ซอย 6),False,1,,,13.7440,100.5330,"Lek Massage (Siam Square Soi 6), Pathum Wan, Bangkok","เล็ก นวดแผนไทย (สยามสแควร์ ซอย 6), ปทุมวัน, กรุงเทพฯ","https://www.google.com/maps?q=13.7440,100.5330",10:00 AM - 10:00 PM,$,200,30,BTS Siam,BTS สยาม,3,Short walk from BTS Siam,เดินจาก BTS สยาม นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1001,,Chang Foot Massage & Spa (Siam Square Soi 6),ช้าง ฟุต มาสสาจ (สยามสแควร์ ซอย 6),Wellness,Filler,Pathum Wan,ปทุมวัน,Siam,สยาม,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Siam",False,Anytime,"Solo, Friends",chang foot massage & spa (siam square soi 6),ช้าง ฟุต มาสสาจ (สยามสแควร์ ซอย 6),False,1,,,13.7441,100.5330,"Chang Foot Massage & Spa (Siam Square Soi 6), Pathum Wan, Bangkok","ช้าง ฟุต มาสสาจ (สยามสแควร์ ซอย 6), ปทุมวัน, กรุงเทพฯ","https://www.google.com/maps?q=13.7441,100.5330",10:00 AM - 10:00 PM,$,200,30,BTS Siam,BTS สยาม,3,Short walk from BTS Siam,เดินจาก BTS สยาม นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1002,,Let’s Relax Spa (Siam Square One),เล็ทส์ รีแลกซ์ สปา (สยามสแควร์วัน),Wellness,Filler,Pathum Wan,ปทุมวัน,Siam,สยาม,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Siam",False,Anytime,"Solo, Friends",let’s relax spa (siam square one),เล็ทส์ รีแลกซ์ สปา (สยามสแควร์วัน),False,1,,,13.7442,100.5330,"Let’s Relax Spa (Siam Square One), Pathum Wan, Bangkok","เล็ทส์ รีแลกซ์ สปา (สยามสแควร์วัน), ปทุมวัน, กรุงเทพฯ","https://www.google.com/maps?q=13.7442,100.5330",10:00 AM - 10:00 PM,$,200,30,BTS Siam,BTS สยาม,3,Short walk from BTS Siam,เดินจาก BTS สยาม นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1003,,Nature Thai Massage (Siam Square Soi 5),เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 5),Wellness,Filler,Pathum Wan,ปทุมวัน,Siam,สยาม,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Siam",False,Anytime,"Solo, Friends",nature thai massage (siam square soi 5),เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 5),False,1,,,13.7443,100.5330,"Nature Thai Massage (Siam Square Soi 5), Pathum Wan, Bangkok","เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 5), ปทุมวัน, กรุงเทพฯ","https://www.google.com/maps?q=13.7443,100.5330",10:00 AM - 10:00 PM,$,200,30,BTS Siam,BTS สยาม,3,Short walk from BTS Siam,เดินจาก BTS สยาม นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1004,,Nature Thai Massage (Siam Square Soi 6),เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 6),Wellness,Filler,Pathum Wan,ปทุมวัน,Siam,สยาม,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Siam",False,Anytime,"Solo, Friends",nature thai massage (siam square soi 6),เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 6),False,1,,,13.7444,100.5330,"Nature Thai Massage (Siam Square Soi 6), Pathum Wan, Bangkok","เนเจอร์ ไทย มาสสาจ (สยามสแควร์ ซอย 6), ปทุมวัน, กรุงเทพฯ","https://www.google.com/maps?q=13.7444,100.5330",10:00 AM - 10:00 PM,$,200,30,BTS Siam,BTS สยาม,3,Short walk from BTS Siam,เดินจาก BTS สยาม นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1005,,MAY Massage (Sukhumvit 21),เมย์ มาสสาจ (สุขุมวิท 21),Wellness,Filler,Watthana,วัฒนา,Asok,อโศก,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Sukhumvit-Asok",False,Anytime,"Solo, Friends",may massage (sukhumvit 21),เมย์ มาสสาจ (สุขุมวิท 21),False,1,,,13.7375,100.5600,"MAY Massage (Sukhumvit 21), Watthana, Bangkok","เมย์ มาสสาจ (สุขุมวิท 21), วัฒนา, กรุงเทพฯ","https://www.google.com/maps?q=13.7375,100.5600",10:00 AM - 10:00 PM,$,200,30,BTS Asok,BTS อโศก,3,Short walk from BTS Asok,เดินจาก BTS อโศก นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1006,,MAY Massage (Sukhumvit 23),เมย์ มาสสาจ (สุขุมวิท 23),Wellness,Filler,Watthana,วัฒนา,Asok,อโศก,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Sukhumvit-Asok",False,Anytime,"Solo, Friends",may massage (sukhumvit 23),เมย์ มาสสาจ (สุขุมวิท 23),False,1,,,13.7376,100.5600,"MAY Massage (Sukhumvit 23), Watthana, Bangkok","เมย์ มาสสาจ (สุขุมวิท 23), วัฒนา, กรุงเทพฯ","https://www.google.com/maps?q=13.7376,100.5600",10:00 AM - 10:00 PM,$,200,30,BTS Asok,BTS อโศก,3,Short walk from BTS Asok,เดินจาก BTS อโศก นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1007,,Tony Thai Massage (Sukhumvit 23),โทนี่ ไทย มาสสาจ (สุขุมวิท 23),Wellness,Filler,Watthana,วัฒนา,Asok,อโศก,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Sukhumvit-Asok",False,Anytime,"Solo, Friends",tony thai massage (sukhumvit 23),โทนี่ ไทย มาสสาจ (สุขุมวิท 23),False,1,,,13.7377,100.5600,"Tony Thai Massage (Sukhumvit 23), Watthana, Bangkok","โทนี่ ไทย มาสสาจ (สุขุมวิท 23), วัฒนา, กรุงเทพฯ","https://www.google.com/maps?q=13.7377,100.5600",10:00 AM - 10:00 PM,$,200,30,BTS Asok,BTS อโศก,3,Short walk from BTS Asok,เดินจาก BTS อโศก นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1008,,Health Land (Asoke),เฮลท์แลนด์ (อโศก),Wellness,Filler,Watthana,วัฒนา,Asok,อโศก,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Sukhumvit-Asok",False,Anytime,"Solo, Friends",health land (asoke),เฮลท์แลนด์ (อโศก),False,1,,,13.7378,100.5600,"Health Land (Asoke), Watthana, Bangkok","เฮลท์แลนด์ (อโศก), วัฒนา, กรุงเทพฯ","https://www.google.com/maps?q=13.7378,100.5600",10:00 AM - 10:00 PM,$,200,30,BTS Asok,BTS อโศก,3,Short walk from BTS Asok,เดินจาก BTS อโศก นิดเดียว,Limited,จำกัด,True,,,2026-04-23
BKK_W_1009,,Rest and Relax Massage (Sukhumvit MRT),เรสท์ แอนด์ รีแลกซ์ (MRT สุขุมวิท),Wellness,Filler,Watthana,วัฒนา,Asok,อโศก,"Perfect for a quick leg recharge after hitting the shops. No-frills, professional, and gets the knots out in 45 minutes.",แวะนวดเท้าแก้เมื่อยหลังช้อปปิ้งได้ดีเว่อร์ ร้านดูดี สะอาด นวดตรงจุด แป๊บเดียวหายเมื่อยเดินต่อได้ยาวๆ,Chill,Local,"Wellness, Quick, Sukhumvit-Asok",False,Anytime,"Solo, Friends",rest and relax massage (sukhumvit mrt),เรสท์ แอนด์ รีแลกซ์ (MRT สุขุมวิท),False,1,,,13.7379,100.5600,"Rest and Relax Massage (Sukhumvit MRT), Watthana, Bangkok","เรสท์ แอนด์ รีแลกซ์ (MRT สุขุมวิท), วัฒนา, กรุงเทพฯ","https://www.google.com/maps?q=13.7379,100.5600",10:00 AM - 10:00 PM,$,200,30,BTS Asok,BTS อโศก,3,Short walk from BTS Asok,เดินจาก BTS อโศก นิดเดียว,Limited,จำกัด,True,,,2026-04-23
